(150, 1, 1326),
(150, 102, 1327),
(250, 1, 1328),
(600, 55, 1329),
(250, 28, 1330),
(120, 101, 1331),
(350, 1, 1332),
(0, 107, 1333),
(150, 102, 1334),
(350, 55, 1335),
(650, 6, 1336),
(650, 4, 1337),
(1550, 47, 1338),
(550, 98, 1339),
(0, 111, 1340),
(250, 101, 1341),
(250, 58, 1342),
(550, 47, 1343),
(200, 101, 1344),
(150, 102, 1345),
(500, 58, 1346),
(120, 102, 1347),
(120, 102, 1348),
(150, 102, 1349),
(450, 1, 1350),
(0, 103, 1351),
(350, 1, 1352),
(250, 101, 1353),
(255, 58, 1354),
(450, 23, 1355),
(900, 1, 1356),
(450, 1, 1357),
(450, 28, 1358),
(650, 58, 1359),
(350, 1, 1360),
(650, 1, 1361),
(0, 1, 1362),
(950, 47, 1363),
(550, 58, 1364),
(350, 58, 1365),
(450, 1, 1366),
(450, 1, 1367),
(650, 98, 1368),
(600, 58, 1369),
(350, 58, 1370),
(550, 47, 1371),
(650, 58, 1372),
(900, 58, 1373),
(0, 0, 1374),
(550, 54, 1375),
(650, 1, 1376),
(800, 98, 1377),
(900, 47, 1378),
(550, 98, 1379),
(900, 98, 1380),
(600, 98, 1381),
(550, 98, 1382),
(400, 58, 1383),
(350, 1, 1384),
(500, 98, 1385),
(500, 98, 1386),
(360, 1, 1387),
(300, 19, 1388),
(200, 55, 1389),
(150, 13, 1390),
(350, 4, 1391)
